Transaction ID,Date,Time,Items Purchased,Quantities,Total Price (INR),Payment Method
281,2023-08-02,14:32,"Cold Brew, Iced Americano, Mocha","1, 1, 1",460,Mobile Wallet
282,2023-09-26,08:52,"Affogato, Chicken Caesar Wrap","2, 2",840,UPI
283,2023-01-09,16:13,"Americano, Caramel Drizzle","2, 1",290,Cash
284,2023-08-31,08:32,"Flat White, Oat Milk","2, 1",360,Cash
285,2023-05-12,14:11,"Avocado Toast, Grilled Cheese Sandwich","1, 1",420,UPI
286,2023-08-21,12:52,"Club Sandwich, Fresh Lemonade","1, 1",300,UPI
287,2023-05-10,16:34,"French Toast, Vanilla Syrup","1, 1",300,Card
288,2023-02-11,12:00,"Strawberry Milkshake, Caramel Drizzle","1, 1",220,UPI
289,2023-01-10,15:31,"Bagel with Cream Cheese, Lemon Tart, Vanilla Syrup","1, 1, 1",520,UPI
290,2023-04-26,14:56,"Bagel with Cream Cheese, Avocado Toast","1, 2",700,Card
291,2023-02-04,11:42,"Matcha Latte, Vanilla Syrup","1, 1",190,Cash
292,2023-02-28,08:33,Chocolate Fudge Cake,2,500,Card
293,2023-01-11,13:00,"Caesar Salad, Green Tea, Omelet, Caramel Drizzle","1, 1, 2, 1",750,Cash
294,2023-11-06,12:59,"Lemon Tart, Hot Chocolate","1, 2",550,Cash
295,2023-10-20,11:06,"Caesar Salad, Avocado Toast, Oat Milk","1, 2, 1",740,Mobile Wallet
296,2023-05-17,16:23,"Veggie Hummus Wrap, Bagel with Cream Cheese, Vanilla Syrup","2, 2, 1",910,UPI
297,2023-04-22,13:02,"Matcha Latte, Fresh Lemonade, Latte, Soy Milk","1, 1, 1, 1",470,Cash
298,2023-03-19,11:27,"Iced Tea (Peach), Cold Brew","2, 1",370,Mobile Wallet
299,2023-08-22,08:07,"Pancakes with Syrup, Chocolate Chip Cookies, French Toast","2, 2, 2",1240,Cash
300,2023-07-06,09:24,"Avocado Toast, Nitro Cold Brew, Lemon Tart","1, 2, 2",1140,UPI
301,2023-07-30,20:44,"Omelet, Seasonal Smoothie, Soy Milk","1, 2, 1",540,UPI
302,2023-05-18,09:34,Greek Salad,1,220,Card
303,2023-10-21,14:26,"Omelet, Cheesecake","2, 2",960,Mobile Wallet
304,2023-03-09,10:41,"Caesar Salad, Espresso, Avocado Toast","1, 2, 2",900,Mobile Wallet
305,2023-05-18,08:29,"Chocolate Fudge Cake, French Toast","1, 1",520,Cash
306,2023-05-30,12:25,"Latte, Cheesecake, Cold Brew","2, 1, 2",920,Card
307,2023-08-29,13:46,Latte,1,170,Mobile Wallet
308,2023-06-28,15:16,"Chocolate Chip Cookies, Lemon Tart, Oat Milk","1, 1, 1",410,Card
309,2023-11-20,17:23,"Affogato, Iced Tea (Peach)","1, 2",420,Cash
310,2023-01-17,11:53,"Brownies, French Toast, Soy Milk","1, 2, 1",700,Cash
311,2023-01-13,11:44,Chocolate Fudge Cake,1,250,UPI
312,2023-05-06,11:40,"Bagel with Cream Cheese, Oat Milk","1, 1",260,Mobile Wallet
313,2023-09-10,14:11,Bagel with Cream Cheese,2,440,Card
314,2023-04-22,17:57,"Hot Chocolate, Club Sandwich, Nitro Cold Brew","1, 2, 2",900,Cash
315,2023-09-15,10:36,"Vanilla Milkshake, Espresso","1, 2",370,Mobile Wallet
316,2023-06-12,09:08,Cheesecake,1,280,UPI
317,2023-01-22,20:40,"Green Tea, Oat Milk","2, 1",200,UPI
318,2023-01-07,16:55,"Greek Salad, Omelet","1, 2",620,Cash
319,2023-08-05,14:52,Caesar Salad,2,440,Mobile Wallet
320,2023-11-18,11:48,"Club Sandwich, Strawberry Milkshake, Almond Milk","1, 1, 1",410,Card
321,2023-07-07,15:10,"French Toast, Lemon Tart, Brownies, Caramel Drizzle","1, 1, 1, 1",710,UPI
322,2023-07-09,10:57,"Chocolate Chip Cookies, Oat Milk","1, 1",140,UPI
323,2023-09-22,15:44,Masala Chai,1,90,UPI
324,2023-09-12,13:26,"Flat White, Americano, Chicken Caesar Wrap, Caramel Drizzle","2, 1, 2, 1",930,Cash
325,2023-06-13,12:42,"Omelet, Pancakes with Syrup, Caramel Drizzle","2, 1, 1",700,Card
326,2023-05-24,13:22,"Pancakes with Syrup, Chicken Caesar Wrap","2, 1",720,UPI
327,2023-10-14,12:17,"Masala Chai, Green Tea, Chocolate Milkshake, Oat Milk","1, 2, 2, 1",630,Card
328,2023-03-22,13:00,"Avocado Toast, Soy Milk","2, 1",520,Card
329,2023-02-28,10:12,"Chocolate Fudge Cake, Club Sandwich, Strawberry Milkshake, Almond Milk","2, 2, 2, 1",1280,Mobile Wallet
330,2023-11-21,11:17,"Pancakes with Syrup, Bagel with Cream Cheese","2, 1",720,UPI
331,2023-01-20,15:38,"Strawberry Milkshake, Brownies, Matcha Latte","1, 2, 2",730,Cash
332,2023-07-03,13:24,"Club Sandwich, Mocha, Club Sandwich","2, 2, 1",960,Mobile Wallet
333,2023-11-17,19:32,"Club Sandwich, Strawberry Milkshake, Soy Milk","2, 2, 1",780,Card
334,2023-11-18,08:32,Greek Salad,2,440,Mobile Wallet
335,2023-05-05,09:08,"Affogato, Soy Milk","2, 1",440,UPI
336,2023-06-03,08:59,"Cheesecake, Grilled Cheese Sandwich, Flat White, Oat Milk","2, 2, 1, 1",1120,UPI
337,2023-12-05,12:26,"Pancakes with Syrup, Flat White, Quinoa Bowl, Caramel Drizzle","2, 2, 2, 1",1350,Cash
338,2023-01-12,13:38,"Chocolate Chip Cookies, Cold Brew","1, 2",400,Cash
339,2023-04-20,11:40,"Grilled Cheese Sandwich, Brownies, Soy Milk","1, 2, 1",460,Card
340,2023-10-22,15:21,"Seasonal Smoothie, Iced Americano, Mocha, Caramel Drizzle","2, 2, 1, 1",790,Card
341,2023-09-04,17:47,"Lemon Tart, French Toast, Vanilla Milkshake, Oat Milk","2, 1, 2, 1",1190,Mobile Wallet
342,2023-08-31,17:23,Mocha,1,180,Mobile Wallet
343,2023-01-17,15:22,"Pancakes with Syrup, Caramel Drizzle","2, 1",550,UPI
344,2023-06-07,18:02,Veggie Hummus Wrap,1,220,Cash
345,2023-06-24,13:38,"Americano, Bagel with Cream Cheese","2, 2",680,UPI
346,2023-01-10,17:37,"Chocolate Fudge Cake, Cold Brew, Masala Chai","1, 1, 2",580,Card
347,2023-09-24,09:59,"French Toast, Lemon Tart","1, 2",810,Mobile Wallet
348,2023-11-14,09:45,"Fresh Lemonade, Green Tea, Pancakes with Syrup, Soy Milk","2, 2, 1, 1",650,UPI
349,2023-08-12,14:09,"Iced Americano, Cheesecake, Iced Americano","2, 2, 2",1080,Card
350,2023-10-24,16:46,"Espresso, Strawberry Milkshake, Chocolate Milkshake, Soy Milk","2, 1, 1, 1",580,Cash
351,2023-08-26,12:11,"Green Tea, Quinoa Bowl, Caramel Drizzle","2, 2, 1",690,Card
352,2023-12-13,18:16,"Brownies, Almond Milk","2, 1",280,Cash
353,2023-08-13,13:48,"French Toast, Cheesecake, Masala Chai, Vanilla Syrup","1, 2, 2, 1",1040,Cash
354,2023-04-13,08:43,"Lemon Tart, Pancakes with Syrup","1, 1",520,Card
355,2023-02-10,11:59,"Brownies, Fresh Lemonade","1, 2",320,Card
356,2023-04-12,20:06,"Caesar Salad, Soy Milk","2, 1",480,UPI
357,2023-04-27,15:45,"Pancakes with Syrup, Cheesecake, French Toast","2, 2, 1",1330,Cash
358,2023-09-24,19:20,"Brownies, Greek Salad, Vanilla Syrup","2, 1, 1",490,UPI
359,2023-06-17,17:46,"Iced Americano, Caramel Drizzle","1, 1",180,Mobile Wallet
360,2023-01-24,17:25,"Veggie Hummus Wrap, Omelet","2, 1",640,UPI
361,2023-02-18,20:05,"Veggie Hummus Wrap, Chicken Caesar Wrap, Grilled Cheese Sandwich","2, 2, 1",1060,UPI
362,2023-01-04,12:47,"Brownies, Flat White","1, 1",280,Cash
363,2023-10-16,13:09,"Cappuccino, Soy Milk","2, 1",340,Mobile Wallet
364,2023-04-01,18:16,"Iced Tea (Peach), Omelet","1, 2",510,Cash
365,2023-02-10,18:33,"Chicken Caesar Wrap, Quinoa Bowl, Chocolate Chip Cookies","1, 2, 1",800,Mobile Wallet
366,2023-03-28,09:23,Caesar Salad,2,440,Mobile Wallet
367,2023-02-07,16:38,"French Toast, Lemon Tart, Chocolate Chip Cookies, Oat Milk","1, 2, 1, 1",950,Card
368,2023-04-12,20:34,"Chicken Caesar Wrap, Grilled Cheese Sandwich, Oat Milk","1, 1, 1",440,UPI
369,2023-09-01,18:28,Veggie Hummus Wrap,2,440,Cash
370,2023-03-19,15:32,"Veggie Hummus Wrap, Pancakes with Syrup","2, 1",690,Card
371,2023-02-19,08:57,"Chocolate Milkshake, Iced Tea (Peach)","2, 1",450,Cash
372,2023-02-20,09:33,"Lemon Tart, Chocolate Chip Cookies","2, 2",740,Mobile Wallet
373,2023-11-15,13:47,"Chocolate Fudge Cake, Vanilla Syrup","1, 1",280,Mobile Wallet
374,2023-07-08,08:07,"Latte, Chocolate Fudge Cake, Strawberry Milkshake","1, 2, 2",1010,UPI
375,2023-01-01,18:11,"Avocado Toast, Cheesecake","2, 2",1040,Mobile Wallet
376,2023-05-24,08:37,"French Toast, Omelet, Almond Milk","2, 1, 1",780,Cash
377,2023-03-25,20:31,Chicken Caesar Wrap,2,440,Card
378,2023-05-30,10:52,Seasonal Smoothie,2,300,Card
379,2023-05-29,17:39,"Lemon Tart, Lemon Tart, Chocolate Fudge Cake","1, 1, 2",1040,Cash
380,2023-07-01,19:07,"Mocha, Quinoa Bowl, Lemon Tart","1, 1, 1",690,Card
381,2023-06-19,08:00,"Chocolate Fudge Cake, Hot Chocolate, Cheesecake, Almond Milk","1, 1, 1, 1",710,Mobile Wallet
382,2023-01-19,10:00,"Greek Salad, Hot Chocolate, Oat Milk","1, 1, 1",400,UPI
383,2023-11-20,14:38,"Bagel with Cream Cheese, Quinoa Bowl","1, 1",460,UPI
384,2023-05-02,15:44,"Chocolate Fudge Cake, Omelet, Bagel with Cream Cheese","2, 2, 1",1120,UPI
385,2023-09-20,18:24,"Pancakes with Syrup, Soy Milk","2, 1",540,UPI
386,2023-12-09,14:25,"French Toast, Caesar Salad, Green Tea, Oat Milk","2, 1, 2, 1",960,Card
387,2023-05-19,15:59,"Avocado Toast, Americano, Chocolate Milkshake","1, 1, 2",700,Card
388,2023-12-13,11:30,Flat White,1,160,Card
389,2023-08-18,09:47,"Veggie Hummus Wrap, Cappuccino, Caramel Drizzle","1, 2, 1",570,Mobile Wallet
390,2023-03-05,08:50,Bagel with Cream Cheese,2,440,UPI
391,2023-12-09,17:39,"Bagel with Cream Cheese, Greek Salad, Avocado Toast, Caramel Drizzle","1, 1, 2, 1",970,UPI
392,2023-07-18,09:17,"French Toast, Matcha Latte","2, 2",860,UPI
393,2023-02-28,18:58,"Veggie Hummus Wrap, Cold Brew, Oat Milk","2, 2, 1",780,Cash
394,2023-08-29,14:43,"Latte, Bagel with Cream Cheese, Cheesecake","2, 2, 1",1060,UPI
395,2023-10-20,18:07,Latte,2,340,UPI
396,2023-03-18,08:25,"Fresh Lemonade, Strawberry Milkshake, Vanilla Syrup","2, 1, 1",400,Cash
397,2023-01-17,19:38,Club Sandwich,1,200,Mobile Wallet
398,2023-04-17,20:19,"French Toast, Almond Milk","2, 1",580,Mobile Wallet
399,2023-09-28,11:24,"Grilled Cheese Sandwich, Caesar Salad, Americano, Oat Milk","2, 1, 2, 1",860,UPI
400,2023-11-02,14:14,"Avocado Toast, Masala Chai, Cold Brew, Caramel Drizzle","2, 1, 1, 1",770,Cash
401,2023-05-05,11:32,"French Toast, Cappuccino, French Toast","2, 2, 2",1380,Cash
402,2023-11-27,09:28,"Lemon Tart, Chocolate Fudge Cake, Chocolate Fudge Cake","1, 2, 2",1270,UPI
403,2023-07-03,08:18,"Quinoa Bowl, Cappuccino, Affogato","1, 2, 2",940,Card
404,2023-08-16,12:51,Cheesecake,1,280,Cash
405,2023-01-03,10:18,"Latte, Masala Chai","1, 1",260,Mobile Wallet
406,2023-11-09,19:57,"Flat White, Chicken Caesar Wrap, Grilled Cheese Sandwich","1, 2, 1",780,Cash
407,2023-03-21,16:29,Caesar Salad,1,220,Cash
408,2023-11-03,09:57,"Vanilla Milkshake, Brownies, Avocado Toast","2, 2, 2",1060,UPI
409,2023-06-18,10:42,"Vanilla Milkshake, Omelet, Avocado Toast, Almond Milk","2, 2, 2, 1",1260,UPI
410,2023-08-13,19:21,"French Toast, Omelet","2, 1",740,Cash
411,2023-04-21,19:47,"Chocolate Fudge Cake, Cheesecake, Mocha","2, 2, 2",1420,Mobile Wallet
412,2023-05-09,13:11,"Lemon Tart, Seasonal Smoothie, Fresh Lemonade, Caramel Drizzle","1, 2, 1, 1",720,Card
413,2023-09-22,19:35,"Masala Chai, French Toast","2, 1",450,Mobile Wallet
414,2023-04-24,17:58,Mocha,1,180,UPI
415,2023-10-11,16:22,"Cold Brew, Hot Chocolate, Lemon Tart","1, 1, 1",560,UPI
416,2023-11-15,10:37,"Omelet, Chocolate Milkshake","1, 1",370,UPI
417,2023-03-30,08:44,"Affogato, Vanilla Syrup","2, 1",430,Cash
418,2023-06-21,17:43,"Quinoa Bowl, Cappuccino","1, 1",390,Mobile Wallet
419,2023-04-10,08:09,Caesar Salad,2,440,Mobile Wallet
420,2023-06-28,13:29,"French Toast, Club Sandwich, Grilled Cheese Sandwich","1, 1, 2",830,Mobile Wallet
421,2023-09-27,12:22,Quinoa Bowl,1,240,UPI
422,2023-05-06,11:15,"Masala Chai, Caramel Drizzle","2, 1",230,UPI
423,2023-12-20,15:41,"Seasonal Smoothie, Caramel Drizzle","1, 1",200,UPI
424,2023-03-01,19:55,"Omelet, Bagel with Cream Cheese","2, 2",840,UPI
425,2023-11-12,17:13,Cappuccino,2,300,Card
426,2023-06-05,15:23,"Flat White, Cheesecake","1, 2",720,UPI
427,2023-04-19,10:26,Veggie Hummus Wrap,1,220,Card
428,2023-09-30,19:41,"Cold Brew, Brownies, Fresh Lemonade","2, 2, 2",740,Cash
429,2023-06-21,14:02,"Pancakes with Syrup, Soy Milk","2, 1",540,Mobile Wallet
430,2023-04-24,20:54,"Vanilla Milkshake, Cheesecake, Soy Milk","2, 2, 1",940,Mobile Wallet
431,2023-03-25,08:13,"Omelet, Omelet, Espresso","2, 2, 1",900,UPI
432,2023-06-11,19:57,"Caesar Salad, Chocolate Fudge Cake, Greek Salad","1, 2, 1",940,Card
433,2023-09-09,09:53,"Lemon Tart, Chicken Caesar Wrap, Chocolate Milkshake","1, 1, 2",830,UPI
434,2023-02-11,13:13,"Green Tea, Cheesecake, Chocolate Fudge Cake, Vanilla Syrup","2, 2, 1, 1",1000,Mobile Wallet
435,2023-12-20,15:56,"Iced Tea (Peach), Hot Chocolate, Omelet, Oat Milk","2, 2, 1, 1",740,Cash
436,2023-10-17,13:36,Omelet,2,400,Cash
437,2023-12-21,17:22,"Avocado Toast, Strawberry Milkshake, Bagel with Cream Cheese, Soy Milk","2, 2, 1, 1",1080,Cash
438,2023-06-29,15:36,"Chocolate Fudge Cake, Veggie Hummus Wrap, Brownies","1, 1, 2",710,Card
439,2023-06-16,18:19,Avocado Toast,2,480,UPI
440,2023-03-21,18:54,Hot Chocolate,2,280,Cash
441,2023-08-11,17:45,"Green Tea, Matcha Latte, Chocolate Fudge Cake, Almond Milk","1, 1, 1, 1",530,Cash
442,2023-12-23,15:35,"Latte, Chocolate Fudge Cake, Flat White","2, 2, 2",1160,Mobile Wallet
443,2023-04-18,12:14,Espresso,2,200,Card
444,2023-03-20,13:27,"Brownies, Soy Milk","1, 1",160,Cash
445,2023-01-04,19:07,"Americano, Avocado Toast, Oat Milk","1, 2, 1",640,Cash
446,2023-11-18,19:59,"Chocolate Milkshake, Almond Milk","1, 1",210,Cash
447,2023-07-05,16:28,"Affogato, Flat White, Espresso","1, 2, 1",620,Mobile Wallet
448,2023-09-01,17:52,"Bagel with Cream Cheese, Mocha, Mocha","1, 1, 2",760,Card
449,2023-09-21,16:57,"Bagel with Cream Cheese, Affogato, Lemon Tart, Almond Milk","2, 2, 2, 1",1420,Mobile Wallet
450,2023-10-05,17:08,"Chocolate Milkshake, Cappuccino","2, 2",640,Cash
451,2023-12-25,14:11,"Pancakes with Syrup, Latte, Vanilla Milkshake, Caramel Drizzle","2, 1, 1, 1",890,Mobile Wallet
452,2023-08-18,15:54,"Chocolate Fudge Cake, Masala Chai","2, 1",590,Card
453,2023-05-20,15:23,Matcha Latte,1,160,Cash
454,2023-10-18,15:23,"Brownies, Caramel Drizzle","1, 1",170,Mobile Wallet
455,2023-09-22,15:20,"Quinoa Bowl, Pancakes with Syrup, Vanilla Milkshake","2, 1, 2",1070,Cash
456,2023-11-13,12:23,Americano,1,120,Cash
457,2023-06-13,18:55,"Cheesecake, Lemon Tart, Cheesecake, Soy Milk","1, 2, 2, 1",1420,Cash
458,2023-02-16,20:33,"Chocolate Chip Cookies, French Toast, Chocolate Chip Cookies, Vanilla Syrup","1, 1, 1, 1",500,Cash
459,2023-03-18,12:01,"Chocolate Fudge Cake, Chicken Caesar Wrap, French Toast","1, 2, 1",960,Card
460,2023-08-21,15:13,Latte,1,170,UPI
461,2023-01-21,17:42,Masala Chai,2,180,Mobile Wallet
462,2023-01-11,15:59,"Chocolate Fudge Cake, Fresh Lemonade","1, 1",350,Card
463,2023-03-10,10:03,Strawberry Milkshake,1,170,Cash
464,2023-01-31,13:10,"Cappuccino, Vanilla Milkshake, Espresso","1, 1, 1",420,Cash
465,2023-07-20,15:16,"Caesar Salad, Lemon Tart, Soy Milk","2, 1, 1",750,UPI
466,2023-01-07,15:33,"Espresso, French Toast, Vanilla Milkshake, Vanilla Syrup","1, 1, 1, 1",570,UPI
467,2023-09-21,14:56,"Greek Salad, Soy Milk","2, 1",480,Cash
468,2023-03-06,19:36,"French Toast, Veggie Hummus Wrap, Flat White, Oat Milk","1, 2, 1, 1",910,UPI
469,2023-04-13,16:35,"Mocha, Green Tea, Caramel Drizzle","1, 2, 1",390,Card
470,2023-07-07,14:35,Strawberry Milkshake,1,170,Cash
471,2023-08-30,17:24,"Brownies, Cold Brew, Avocado Toast","1, 1, 1",510,Card
472,2023-02-19,18:43,"Matcha Latte, Brownies","2, 2",560,Mobile Wallet
473,2023-06-05,14:13,"Latte, Greek Salad, Seasonal Smoothie, Vanilla Syrup","2, 2, 1, 1",960,Cash
474,2023-02-17,20:20,Pancakes with Syrup,1,250,UPI
475,2023-04-27,17:55,"Cold Brew, Omelet, Seasonal Smoothie, Soy Milk","1, 1, 1, 1",540,UPI
476,2023-09-24,17:40,"Chocolate Chip Cookies, Fresh Lemonade","1, 1",200,Card
477,2023-08-22,09:41,"Mocha, Omelet, Avocado Toast, Soy Milk","1, 1, 1, 1",660,Card
478,2023-02-09,13:33,"Bagel with Cream Cheese, Strawberry Milkshake, Vanilla Syrup","1, 2, 1",590,Mobile Wallet
479,2023-09-25,17:45,Nitro Cold Brew,2,360,Cash
480,2023-03-14,13:10,Hot Chocolate,1,140,Cash
481,2023-01-30,17:32,"Mocha, Chicken Caesar Wrap, Green Tea","2, 1, 1",660,Mobile Wallet
482,2023-10-05,17:45,Green Tea,1,80,Mobile Wallet
483,2023-10-01,20:42,"Cappuccino, Chocolate Chip Cookies","1, 1",250,Cash
484,2023-10-06,19:47,"Flat White, Greek Salad, Cappuccino, Vanilla Syrup","2, 1, 2, 1",870,Mobile Wallet
485,2023-06-17,14:27,"Chocolate Milkshake, Veggie Hummus Wrap","1, 1",390,Mobile Wallet
486,2023-10-12,14:32,"Cheesecake, Matcha Latte","1, 1",440,Card
487,2023-09-18,09:36,"Greek Salad, Lemon Tart","1, 2",760,UPI
488,2023-01-11,08:25,"Club Sandwich, Chicken Caesar Wrap, Almond Milk","2, 1, 1",660,Cash
489,2023-07-17,11:31,"Quinoa Bowl, Vanilla Syrup","1, 1",270,Mobile Wallet
490,2023-08-25,10:55,"Pancakes with Syrup, Caramel Drizzle","1, 1",300,Cash
491,2023-02-21,18:24,"Matcha Latte, Club Sandwich, Nitro Cold Brew, Almond Milk","2, 1, 2, 1",920,Mobile Wallet
492,2023-12-07,16:04,"Omelet, Caramel Drizzle","1, 1",250,Card
493,2023-09-18,20:49,Brownies,2,240,Card
494,2023-05-18,18:55,"Chocolate Chip Cookies, Matcha Latte, Oat Milk","2, 1, 1",400,Cash
495,2023-09-17,17:50,Strawberry Milkshake,2,340,Cash
496,2023-04-14,17:20,Flat White,2,320,Mobile Wallet
497,2023-07-06,08:08,"Chocolate Fudge Cake, Matcha Latte, Greek Salad","2, 1, 1",880,Cash
498,2023-11-29,20:13,"Vanilla Milkshake, Fresh Lemonade, Chicken Caesar Wrap","2, 1, 1",660,UPI
499,2023-01-04,15:01,"Green Tea, Almond Milk","2, 1",200,Card
500,2023-10-26,12:34,"Iced Americano, Nitro Cold Brew","1, 2",490,Mobile Wallet
501,2023-11-06,10:06,"French Toast, Lemon Tart, Affogato, Soy Milk","2, 2, 2, 1",1520,Mobile Wallet
502,2023-10-08,13:44,"Affogato, Quinoa Bowl, Oat Milk","1, 1, 1",480,Mobile Wallet
503,2023-12-13,10:08,"Vanilla Milkshake, Club Sandwich, Omelet","2, 1, 2",940,Card
504,2023-02-06,13:03,Matcha Latte,1,160,Cash
505,2023-12-30,12:59,"Chocolate Milkshake, Espresso","2, 1",440,UPI
506,2023-11-01,11:58,"Strawberry Milkshake, Vanilla Syrup","1, 1",200,Mobile Wallet
507,2023-04-24,19:33,"Americano, Chicken Caesar Wrap, Oat Milk","2, 1, 1",500,Mobile Wallet
508,2023-08-28,14:06,"French Toast, Iced Americano, Almond Milk","1, 2, 1",570,Card
509,2023-01-16,12:35,"Americano, Quinoa Bowl, Avocado Toast, Oat Milk","1, 1, 2, 1",880,Mobile Wallet
510,2023-02-16,17:21,"Iced Tea (Peach), Club Sandwich","1, 1",310,Mobile Wallet
511,2023-02-10,19:19,"Avocado Toast, Lemon Tart","2, 1",750,Card
512,2023-06-07,16:35,"Fresh Lemonade, Greek Salad, Cappuccino, Oat Milk","1, 1, 1, 1",510,Card
513,2023-04-27,19:40,"Veggie Hummus Wrap, Vanilla Milkshake, Soy Milk","1, 1, 1",430,UPI
514,2023-02-28,18:29,Cheesecake,2,560,UPI
515,2023-05-20,10:07,"Espresso, Veggie Hummus Wrap, Club Sandwich, Almond Milk","2, 1, 1, 1",660,UPI
516,2023-02-21,11:30,"Brownies, Chocolate Milkshake","2, 1",410,UPI
517,2023-08-12,08:15,Green Tea,1,80,Cash
518,2023-02-15,15:10,"Quinoa Bowl, Brownies, Bagel with Cream Cheese, Oat Milk","1, 1, 1, 1",620,UPI
519,2023-12-17,15:46,"Caesar Salad, Pancakes with Syrup","1, 2",720,Cash
520,2023-08-24,12:17,"Omelet, Chocolate Chip Cookies, Green Tea, Soy Milk","1, 1, 2, 1",500,UPI
521,2023-04-10,14:21,"Avocado Toast, Avocado Toast, Omelet","2, 1, 2",1120,Cash
522,2023-04-25,14:00,"Quinoa Bowl, Caesar Salad","2, 2",920,UPI
523,2023-06-15,16:53,"French Toast, French Toast, Brownies, Oat Milk","1, 1, 1, 1",700,Mobile Wallet
524,2023-01-04,09:32,Cheesecake,1,280,Cash
525,2023-04-03,20:50,"Cold Brew, Lemon Tart, Almond Milk","1, 2, 1",730,Mobile Wallet
526,2023-03-03,10:14,"Flat White, Latte, Chocolate Milkshake","2, 1, 2",830,UPI
527,2023-01-29,17:10,"Cheesecake, Bagel with Cream Cheese, Cappuccino, Soy Milk","2, 1, 2, 1",1120,UPI
528,2023-03-15,11:06,"Hot Chocolate, Cheesecake","2, 1",560,Mobile Wallet
529,2023-03-26,15:18,"Veggie Hummus Wrap, Caramel Drizzle","1, 1",270,UPI
530,2023-11-07,17:06,Affogato,2,400,UPI
531,2023-07-24,09:30,Cold Brew,2,300,Card
532,2023-02-01,20:24,"Omelet, Almond Milk","2, 1",440,Cash
533,2023-08-03,08:17,"Brownies, Lemon Tart, Soy Milk","2, 2, 1",820,Cash
534,2023-01-13,10:39,"Club Sandwich, Omelet, Vanilla Syrup","2, 2, 1",830,UPI
535,2023-06-14,08:24,"Fresh Lemonade, Almond Milk","1, 1",140,Card
536,2023-04-29,08:20,Veggie Hummus Wrap,2,440,Cash
537,2023-02-15,16:55,"Brownies, Pancakes with Syrup, Greek Salad, Caramel Drizzle","2, 2, 1, 1",1010,Card
538,2023-09-16,10:30,Quinoa Bowl,2,480,Mobile Wallet
539,2023-08-25,16:49,Chocolate Fudge Cake,1,250,Cash
540,2023-03-20,08:56,"Quinoa Bowl, Soy Milk","1, 1",280,UPI
541,2023-06-26,11:08,"Chicken Caesar Wrap, Affogato, Caramel Drizzle","1, 1, 1",470,Mobile Wallet
542,2023-10-19,20:34,"Omelet, Seasonal Smoothie","2, 2",700,UPI
543,2023-06-29,19:31,"Chocolate Chip Cookies, French Toast","2, 2",740,Mobile Wallet
544,2023-06-18,14:35,"Cold Brew, Flat White, Almond Milk","2, 2, 1",660,Cash
545,2023-06-29,13:12,"Greek Salad, Strawberry Milkshake, Lemon Tart, Almond Milk","2, 1, 2, 1",1190,Cash
546,2023-04-22,12:33,"Chocolate Fudge Cake, Nitro Cold Brew, Greek Salad, Soy Milk","1, 1, 2, 1",910,Card
547,2023-10-26,14:31,Matcha Latte,2,320,Card
548,2023-03-10,12:27,Latte,1,170,Cash
549,2023-06-28,09:12,"Chocolate Chip Cookies, Fresh Lemonade, Caramel Drizzle","2, 1, 1",350,Mobile Wallet
550,2023-09-25,15:48,"Matcha Latte, Espresso, Affogato, Soy Milk","2, 2, 2, 1",960,UPI
551,2023-11-22,14:55,"Espresso, Pancakes with Syrup, Strawberry Milkshake","1, 2, 1",770,UPI
552,2023-08-12,20:46,"Chocolate Milkshake, Green Tea, Grilled Cheese Sandwich, Soy Milk","2, 1, 2, 1",820,UPI
553,2023-05-30,17:48,"Avocado Toast, Caramel Drizzle","1, 1",290,Cash
554,2023-01-16,08:25,Green Tea,1,80,Cash
555,2023-02-04,20:28,"Cold Brew, Americano, Soy Milk","2, 1, 1",460,Mobile Wallet
556,2023-04-16,13:20,"Pancakes with Syrup, Caramel Drizzle","2, 1",550,UPI
557,2023-12-01,09:02,"Grilled Cheese Sandwich, Pancakes with Syrup, Cheesecake, Caramel Drizzle","1, 2, 2, 1",1290,UPI
558,2023-11-05,16:48,"Matcha Latte, Veggie Hummus Wrap, Vanilla Syrup","2, 1, 1",570,UPI
559,2023-10-31,19:31,Matcha Latte,2,320,Cash
560,2023-12-23,12:08,"Greek Salad, Oat Milk","2, 1",480,Card
561,2023-04-20,19:03,"Greek Salad, Soy Milk","1, 1",260,Cash
562,2023-07-19,18:50,"Omelet, Seasonal Smoothie, Oat Milk","2, 1, 1",590,Cash
563,2023-08-26,20:47,"Strawberry Milkshake, Brownies, Caesar Salad","1, 1, 1",510,Mobile Wallet
564,2023-05-07,15:17,"Pancakes with Syrup, Nitro Cold Brew, Almond Milk","1, 2, 1",650,Mobile Wallet
565,2023-05-25,15:09,"Caesar Salad, Americano","1, 1",340,Cash
566,2023-11-28,14:23,"Chocolate Chip Cookies, Caramel Drizzle","2, 1",250,UPI
567,2023-04-24,13:43,"Chocolate Chip Cookies, Omelet, Caramel Drizzle","1, 2, 1",550,Mobile Wallet
568,2023-12-11,17:31,"Nitro Cold Brew, Hot Chocolate, Oat Milk","2, 2, 1",680,Cash
569,2023-02-09,17:59,"Americano, Omelet, Pancakes with Syrup","1, 2, 1",770,Card
570,2023-01-07,19:22,"Strawberry Milkshake, Almond Milk","2, 1",380,Mobile Wallet
571,2023-08-27,12:27,Hot Chocolate,2,280,UPI
